case,datetime,electricity [kWh]
Synthetic,2014-03-27T01:00:00Z,38.94
Synthetic,2014-03-27T02:00:00Z,38.94
Synthetic,2014-03-27T03:00:00Z,38.94
Synthetic,2014-03-27T04:00:00Z,38.94
Synthetic,2014-03-27T05:00:00Z,41.62
Synthetic,2014-03-27T06:00:00Z,158.74
Synthetic,2014-03-27T07:00:00Z,131.5
Synthetic,2014-03-27T08:00:00Z,162.39
Synthetic,2014-03-27T09:00:00Z,142.56
Synthetic,2014-03-27T10:00:00Z,131.23
Synthetic,2014-03-27T11:00:00Z,129.05
Synthetic,2014-03-27T12:00:00Z,131.22
Synthetic,2014-03-27T13:00:00Z,126.4
Synthetic,2014-03-27T14:00:00Z,119.9
Synthetic,2014-03-27T15:00:00Z,115.67
Synthetic,2014-03-27T16:00:00Z,118.41
Synthetic,2014-03-27T17:00:00Z,109.39
Synthetic,2014-03-27T18:00:00Z,76.71
Synthetic,2014-03-27T19:00:00Z,93.96
Synthetic,2014-03-27T20:00:00Z,91.55
Synthetic,2014-03-27T21:00:00Z,95.94
Synthetic,2014-03-27T22:00:00Z,41.62
Synthetic,2014-03-27T23:00:00Z,38.94
Synthetic,2014-03-28T00:00:00Z,38.94
Synthetic,2014-03-28T01:00:00Z,38.94
Synthetic,2014-03-28T02:00:00Z,38.94
Synthetic,2014-03-28T03:00:00Z,38.94
Synthetic,2014-03-28T04:00:00Z,38.94
Synthetic,2014-03-28T05:00:00Z,41.62
Synthetic,2014-03-28T06:00:00Z,118.67
Synthetic,2014-03-28T07:00:00Z,104.42
Synthetic,2014-03-28T08:00:00Z,142.42
Synthetic,2014-03-28T09:00:00Z,125.73
Synthetic,2014-03-28T10:00:00Z,119.4
Synthetic,2014-03-28T11:00:00Z,119.77
Synthetic,2014-03-28T12:00:00Z,120.09
Synthetic,2014-03-28T13:00:00Z,121.35
Synthetic,2014-03-28T14:00:00Z,118.88
Synthetic,2014-03-28T15:00:00Z,121.39
Synthetic,2014-03-28T16:00:00Z,126.45
Synthetic,2014-03-28T17:00:00Z,116.95
Synthetic,2014-03-28T18:00:00Z,80.91
Synthetic,2014-03-28T19:00:00Z,90.97
Synthetic,2014-03-28T20:00:00Z,82.24
Synthetic,2014-03-28T21:00:00Z,83.96
Synthetic,2014-03-28T22:00:00Z,41.62
Synthetic,2014-03-28T23:00:00Z,38.94
Synthetic,2014-03-29T00:00:00Z,38.94
Synthetic,2014-03-29T01:00:00Z,33.58
Synthetic,2014-03-29T02:00:00Z,33.58
Synthetic,2014-03-29T03:00:00Z,33.58
Synthetic,2014-03-29T04:00:00Z,33.58
Synthetic,2014-03-29T05:00:00Z,33.58
Synthetic,2014-03-29T06:00:00Z,85.2
Synthetic,2014-03-29T07:00:00Z,70.89
Synthetic,2014-03-29T08:00:00Z,87.8
Synthetic,2014-03-29T09:00:00Z,84.79
Synthetic,2014-03-29T10:00:00Z,79.46
Synthetic,2014-03-29T11:00:00Z,81.04
Synthetic,2014-03-29T12:00:00Z,80.36
Synthetic,2014-03-29T13:00:00Z,78.06
Synthetic,2014-03-29T14:00:00Z,57.77
Synthetic,2014-03-29T15:00:00Z,57.82
Synthetic,2014-03-29T16:00:00Z,60.7
Synthetic,2014-03-29T17:00:00Z,62.64
Synthetic,2014-03-29T18:00:00Z,18.77
Synthetic,2014-03-29T19:00:00Z,31.11
Synthetic,2014-03-29T20:00:00Z,33.58
Synthetic,2014-03-29T21:00:00Z,33.58
Synthetic,2014-03-29T22:00:00Z,33.58
Synthetic,2014-03-29T23:00:00Z,33.58
Synthetic,2014-03-30T00:00:00Z,33.58
Synthetic,2014-03-30T01:00:00Z,33.58
Synthetic,2014-03-30T02:00:00Z,33.58
Synthetic,2014-03-30T03:00:00Z,33.58
Synthetic,2014-03-30T04:00:00Z,33.58
Synthetic,2014-03-30T05:00:00Z,33.58
Synthetic,2014-03-30T06:00:00Z,31.11
Synthetic,2014-03-30T07:00:00Z,18.77
Synthetic,2014-03-30T08:00:00Z,18.77
Synthetic,2014-03-30T09:00:00Z,18.77
Synthetic,2014-03-30T10:00:00Z,18.77
Synthetic,2014-03-30T11:00:00Z,18.77
Synthetic,2014-03-30T12:00:00Z,18.77
Synthetic,2014-03-30T13:00:00Z,18.77
Synthetic,2014-03-30T14:00:00Z,18.77
Synthetic,2014-03-30T15:00:00Z,18.77
Synthetic,2014-03-30T16:00:00Z,18.77
Synthetic,2014-03-30T17:00:00Z,18.77
Synthetic,2014-03-30T18:00:00Z,18.77
Synthetic,2014-03-30T19:00:00Z,31.11
Synthetic,2014-03-30T20:00:00Z,33.58
Synthetic,2014-03-30T21:00:00Z,33.58
Synthetic,2014-03-30T22:00:00Z,33.58
Synthetic,2014-03-30T23:00:00Z,33.58
Synthetic,2014-03-31T00:00:00Z,33.58
Synthetic,2014-03-31T01:00:00Z,38.94
Synthetic,2014-03-31T02:00:00Z,38.94
Synthetic,2014-03-31T03:00:00Z,38.94
Synthetic,2014-03-31T04:00:00Z,38.94
Synthetic,2014-03-31T05:00:00Z,41.62
Synthetic,2014-03-31T06:00:00Z,170.84
Synthetic,2014-03-31T07:00:00Z,139.81
Synthetic,2014-03-31T08:00:00Z,164.16
Synthetic,2014-03-31T09:00:00Z,143.56
Synthetic,2014-03-31T10:00:00Z,131.96
Synthetic,2014-03-31T11:00:00Z,129.55
Synthetic,2014-03-31T12:00:00Z,131.6
Synthetic,2014-03-31T13:00:00Z,126.05
Synthetic,2014-03-31T14:00:00Z,118.8
Synthetic,2014-03-31T15:00:00Z,115.1
Synthetic,2014-03-31T16:00:00Z,118.95
Synthetic,2014-03-31T17:00:00Z,109.26
Synthetic,2014-03-31T18:00:00Z,74.06
Synthetic,2014-03-31T19:00:00Z,88.07
Synthetic,2014-03-31T20:00:00Z,85.57
Synthetic,2014-03-31T21:00:00Z,90.84
Synthetic,2014-03-31T22:00:00Z,41.62
Synthetic,2014-03-31T23:00:00Z,38.94
Synthetic,2014-04-01T00:00:00Z,38.94
Synthetic,2014-04-01T01:00:00Z,38.94
Synthetic,2014-04-01T02:00:00Z,38.94
Synthetic,2014-04-01T03:00:00Z,38.94
Synthetic,2014-04-01T04:00:00Z,38.94
Synthetic,2014-04-01T05:00:00Z,41.62
Synthetic,2014-04-01T06:00:00Z,126.51
Synthetic,2014-04-01T07:00:00Z,109.24
Synthetic,2014-04-01T08:00:00Z,144.54
Synthetic,2014-04-01T09:00:00Z,127.1
Synthetic,2014-04-01T10:00:00Z,119.59
Synthetic,2014-04-01T11:00:00Z,119.54
Synthetic,2014-04-01T12:00:00Z,119.36
Synthetic,2014-04-01T13:00:00Z,121.75
Synthetic,2014-04-01T14:00:00Z,118.5
Synthetic,2014-04-01T15:00:00Z,118.46
Synthetic,2014-04-01T16:00:00Z,121.76
Synthetic,2014-04-01T17:00:00Z,110.83
Synthetic,2014-04-01T18:00:00Z,73.56
Synthetic,2014-04-01T19:00:00Z,82.54
Synthetic,2014-04-01T20:00:00Z,73.22
Synthetic,2014-04-01T21:00:00Z,76.24
Synthetic,2014-04-01T22:00:00Z,41.62
Synthetic,2014-04-01T23:00:00Z,38.94
Synthetic,2014-04-02T00:00:00Z,38.94
Synthetic,2014-04-02T01:00:00Z,38.94
Synthetic,2014-04-02T02:00:00Z,38.94
Synthetic,2014-04-02T03:00:00Z,38.94
Synthetic,2014-04-02T04:00:00Z,38.94
Synthetic,2014-04-02T05:00:00Z,41.62
Synthetic,2014-04-02T06:00:00Z,94.03
Synthetic,2014-04-02T07:00:00Z,96.39
Synthetic,2014-04-02T08:00:00Z,143.1
Synthetic,2014-04-02T09:00:00Z,128.86
Synthetic,2014-04-02T10:00:00Z,121.59
Synthetic,2014-04-02T11:00:00Z,119.27
Synthetic,2014-04-02T12:00:00Z,119.66
Synthetic,2014-04-02T13:00:00Z,118.8
Synthetic,2014-04-02T14:00:00Z,115.63
Synthetic,2014-04-02T15:00:00Z,118.57
Synthetic,2014-04-02T16:00:00Z,123.2
Synthetic,2014-04-02T17:00:00Z,113.19
Synthetic,2014-04-02T18:00:00Z,75.24
Synthetic,2014-04-02T19:00:00Z,80.4
Synthetic,2014-04-02T20:00:00Z,70.2
Synthetic,2014-04-02T21:00:00Z,73.7
Synthetic,2014-04-02T22:00:00Z,41.62
Synthetic,2014-04-02T23:00:00Z,38.94
Synthetic,2014-04-03T00:00:00Z,38.94
Synthetic,2014-04-03T01:00:00Z,38.94
Synthetic,2014-04-03T02:00:00Z,38.94
Synthetic,2014-04-03T03:00:00Z,38.94
Synthetic,2014-04-03T04:00:00Z,38.94
Synthetic,2014-04-03T05:00:00Z,41.62
Synthetic,2014-04-03T06:00:00Z,75.5
Synthetic,2014-04-03T07:00:00Z,76.23
Synthetic,2014-04-03T08:00:00Z,128.99
Synthetic,2014-04-03T09:00:00Z,118.21
Synthetic,2014-04-03T10:00:00Z,115.8
Synthetic,2014-04-03T11:00:00Z,118.94
Synthetic,2014-04-03T12:00:00Z,121.63
Synthetic,2014-04-03T13:00:00Z,125.12
Synthetic,2014-04-03T14:00:00Z,121.99
Synthetic,2014-04-03T15:00:00Z,122.96
Synthetic,2014-04-03T16:00:00Z,126.51
Synthetic,2014-04-03T17:00:00Z,114.4
Synthetic,2014-04-03T18:00:00Z,73.48
Synthetic,2014-04-03T19:00:00Z,81
Synthetic,2014-04-03T20:00:00Z,73.73
Synthetic,2014-04-03T21:00:00Z,74.55
Synthetic,2014-04-03T22:00:00Z,41.62
Synthetic,2014-04-03T23:00:00Z,38.94
Synthetic,2014-04-04T00:00:00Z,38.94
Synthetic,2014-04-04T01:00:00Z,38.94
Synthetic,2014-04-04T02:00:00Z,38.94
Synthetic,2014-04-04T03:00:00Z,38.94
Synthetic,2014-04-04T04:00:00Z,38.94
Synthetic,2014-04-04T05:00:00Z,41.62
Synthetic,2014-04-04T06:00:00Z,78.91
Synthetic,2014-04-04T07:00:00Z,80.63
Synthetic,2014-04-04T08:00:00Z,132.03
Synthetic,2014-04-04T09:00:00Z,119.69
Synthetic,2014-04-04T10:00:00Z,116.07
Synthetic,2014-04-04T11:00:00Z,117.08
Synthetic,2014-04-04T12:00:00Z,116.73
Synthetic,2014-04-04T13:00:00Z,117.22
Synthetic,2014-04-04T14:00:00Z,112.21
Synthetic,2014-04-04T15:00:00Z,111.73
Synthetic,2014-04-04T16:00:00Z,115.04
Synthetic,2014-04-04T17:00:00Z,105.62
Synthetic,2014-04-04T18:00:00Z,70.34
Synthetic,2014-04-04T19:00:00Z,81.94
Synthetic,2014-04-04T20:00:00Z,83.04
Synthetic,2014-04-04T21:00:00Z,85.93
Synthetic,2014-04-04T22:00:00Z,41.62
Synthetic,2014-04-04T23:00:00Z,38.94
Synthetic,2014-04-05T00:00:00Z,38.94
Synthetic,2014-04-05T01:00:00Z,33.58
Synthetic,2014-04-05T02:00:00Z,33.58
Synthetic,2014-04-05T03:00:00Z,33.58
Synthetic,2014-04-05T04:00:00Z,33.58
Synthetic,2014-04-05T05:00:00Z,33.58
Synthetic,2014-04-05T06:00:00Z,93.48
Synthetic,2014-04-05T07:00:00Z,74.76
Synthetic,2014-04-05T08:00:00Z,83.62
Synthetic,2014-04-05T09:00:00Z,80.05
Synthetic,2014-04-05T10:00:00Z,73.83
Synthetic,2014-04-05T11:00:00Z,74.17
Synthetic,2014-04-05T12:00:00Z,72.74
Synthetic,2014-04-05T13:00:00Z,69.68
Synthetic,2014-04-05T14:00:00Z,45.41
Synthetic,2014-04-05T15:00:00Z,42.79
Synthetic,2014-04-05T16:00:00Z,43.77
Synthetic,2014-04-05T17:00:00Z,40.28
Synthetic,2014-04-05T18:00:00Z,18.77
Synthetic,2014-04-05T19:00:00Z,28.64
Synthetic,2014-04-05T20:00:00Z,33.58
Synthetic,2014-04-05T21:00:00Z,33.58
Synthetic,2014-04-05T22:00:00Z,33.58
Synthetic,2014-04-05T23:00:00Z,33.58
Synthetic,2014-04-06T00:00:00Z,33.58
Synthetic,2014-04-06T01:00:00Z,33.58
Synthetic,2014-04-06T02:00:00Z,33.58
Synthetic,2014-04-06T03:00:00Z,33.58
Synthetic,2014-04-06T04:00:00Z,33.58
Synthetic,2014-04-06T05:00:00Z,33.58
Synthetic,2014-04-06T06:00:00Z,28.64
Synthetic,2014-04-06T07:00:00Z,18.77
Synthetic,2014-04-06T08:00:00Z,18.77
Synthetic,2014-04-06T09:00:00Z,18.77
Synthetic,2014-04-06T10:00:00Z,18.77
Synthetic,2014-04-06T11:00:00Z,18.77
Synthetic,2014-04-06T12:00:00Z,18.77
Synthetic,2014-04-06T13:00:00Z,18.77
Synthetic,2014-04-06T14:00:00Z,18.77
Synthetic,2014-04-06T15:00:00Z,18.77
Synthetic,2014-04-06T16:00:00Z,18.77
Synthetic,2014-04-06T17:00:00Z,18.77
Synthetic,2014-04-06T18:00:00Z,18.77
Synthetic,2014-04-06T19:00:00Z,28.64
Synthetic,2014-04-06T20:00:00Z,33.58
Synthetic,2014-04-06T21:00:00Z,33.58
Synthetic,2014-04-06T22:00:00Z,33.58
Synthetic,2014-04-06T23:00:00Z,33.58
Synthetic,2014-04-07T00:00:00Z,33.58
Synthetic,2014-04-07T01:00:00Z,38.94
Synthetic,2014-04-07T02:00:00Z,38.94
Synthetic,2014-04-07T03:00:00Z,38.94
Synthetic,2014-04-07T04:00:00Z,38.94
Synthetic,2014-04-07T05:00:00Z,41.62
Synthetic,2014-04-07T06:00:00Z,128
Synthetic,2014-04-07T07:00:00Z,111.72
Synthetic,2014-04-07T08:00:00Z,147.02
Synthetic,2014-04-07T09:00:00Z,129.43
Synthetic,2014-04-07T10:00:00Z,121.19
Synthetic,2014-04-07T11:00:00Z,121.04
Synthetic,2014-04-07T12:00:00Z,122.09
Synthetic,2014-04-07T13:00:00Z,120.82
Synthetic,2014-04-07T14:00:00Z,117.29
Synthetic,2014-04-07T15:00:00Z,114.78
Synthetic,2014-04-07T16:00:00Z,117.91
Synthetic,2014-04-07T17:00:00Z,109.26
Synthetic,2014-04-07T18:00:00Z,77.95
Synthetic,2014-04-07T19:00:00Z,94.48
Synthetic,2014-04-07T20:00:00Z,91.77
Synthetic,2014-04-07T21:00:00Z,92.26
Synthetic,2014-04-07T22:00:00Z,41.62
Synthetic,2014-04-07T23:00:00Z,38.94
Synthetic,2014-04-08T00:00:00Z,38.94
Synthetic,2014-04-08T01:00:00Z,38.94
Synthetic,2014-04-08T02:00:00Z,38.94
Synthetic,2014-04-08T03:00:00Z,38.94
Synthetic,2014-04-08T04:00:00Z,38.94
Synthetic,2014-04-08T05:00:00Z,41.62
Synthetic,2014-04-08T06:00:00Z,90.15
Synthetic,2014-04-08T07:00:00Z,90.69
Synthetic,2014-04-08T08:00:00Z,138.9
Synthetic,2014-04-08T09:00:00Z,127.18
Synthetic,2014-04-08T10:00:00Z,125.38
Synthetic,2014-04-08T11:00:00Z,127.13
Synthetic,2014-04-08T12:00:00Z,127.03
Synthetic,2014-04-08T13:00:00Z,127.16
Synthetic,2014-04-08T14:00:00Z,122.94
Synthetic,2014-04-08T15:00:00Z,122.24
Synthetic,2014-04-08T16:00:00Z,123.06
Synthetic,2014-04-08T17:00:00Z,111.03
Synthetic,2014-04-08T18:00:00Z,72.88
Synthetic,2014-04-08T19:00:00Z,80.03
Synthetic,2014-04-08T20:00:00Z,72.13
Synthetic,2014-04-08T21:00:00Z,73.49
Synthetic,2014-04-08T22:00:00Z,41.62
Synthetic,2014-04-08T23:00:00Z,38.94
Synthetic,2014-04-09T00:00:00Z,38.94
Synthetic,2014-04-09T01:00:00Z,38.94
Synthetic,2014-04-09T02:00:00Z,38.94
Synthetic,2014-04-09T03:00:00Z,38.94
Synthetic,2014-04-09T04:00:00Z,38.94
Synthetic,2014-04-09T05:00:00Z,41.62
Synthetic,2014-04-09T06:00:00Z,88.36
Synthetic,2014-04-09T07:00:00Z,84.8
Synthetic,2014-04-09T08:00:00Z,132.72
Synthetic,2014-04-09T09:00:00Z,119.57
Synthetic,2014-04-09T10:00:00Z,116.86
Synthetic,2014-04-09T11:00:00Z,121.31
Synthetic,2014-04-09T12:00:00Z,122.84
Synthetic,2014-04-09T13:00:00Z,125.08
Synthetic,2014-04-09T14:00:00Z,121.5
Synthetic,2014-04-09T15:00:00Z,120.74
Synthetic,2014-04-09T16:00:00Z,123.96
Synthetic,2014-04-09T17:00:00Z,112.76
Synthetic,2014-04-09T18:00:00Z,73.45
Synthetic,2014-04-09T19:00:00Z,80.46
Synthetic,2014-04-09T20:00:00Z,70.17
Synthetic,2014-04-09T21:00:00Z,70.7
Synthetic,2014-04-09T22:00:00Z,41.62
Synthetic,2014-04-09T23:00:00Z,38.94
Synthetic,2014-04-10T00:00:00Z,38.94
Synthetic,2014-04-10T01:00:00Z,38.94
Synthetic,2014-04-10T02:00:00Z,38.94
Synthetic,2014-04-10T03:00:00Z,38.94
Synthetic,2014-04-10T04:00:00Z,38.94
Synthetic,2014-04-10T05:00:00Z,41.62
Synthetic,2014-04-10T06:00:00Z,90.52
Synthetic,2014-04-10T07:00:00Z,84.75
Synthetic,2014-04-10T08:00:00Z,132.76
Synthetic,2014-04-10T09:00:00Z,119.73
Synthetic,2014-04-10T10:00:00Z,118.79
Synthetic,2014-04-10T11:00:00Z,122.23
Synthetic,2014-04-10T12:00:00Z,124.38
Synthetic,2014-04-10T13:00:00Z,127.72
Synthetic,2014-04-10T14:00:00Z,124.48
Synthetic,2014-04-10T15:00:00Z,126.14
Synthetic,2014-04-10T16:00:00Z,131.11
Synthetic,2014-04-10T17:00:00Z,118.17
Synthetic,2014-04-10T18:00:00Z,75.96
Synthetic,2014-04-10T19:00:00Z,81.74
Synthetic,2014-04-10T20:00:00Z,71.9
Synthetic,2014-04-10T21:00:00Z,73.05
Synthetic,2014-04-10T22:00:00Z,41.62
Synthetic,2014-04-10T23:00:00Z,38.94
Synthetic,2014-04-11T00:00:00Z,38.94
Synthetic,2014-04-11T01:00:00Z,38.94
Synthetic,2014-04-11T02:00:00Z,38.94
Synthetic,2014-04-11T03:00:00Z,38.94
Synthetic,2014-04-11T04:00:00Z,38.94
Synthetic,2014-04-11T05:00:00Z,41.62
Synthetic,2014-04-11T06:00:00Z,61.43
Synthetic,2014-04-11T07:00:00Z,70.23
Synthetic,2014-04-11T08:00:00Z,135.73
Synthetic,2014-04-11T09:00:00Z,129.66
Synthetic,2014-04-11T10:00:00Z,128.4
Synthetic,2014-04-11T11:00:00Z,131.61
Synthetic,2014-04-11T12:00:00Z,136.44
Synthetic,2014-04-11T13:00:00Z,144.02
Synthetic,2014-04-11T14:00:00Z,142.45
Synthetic,2014-04-11T15:00:00Z,144.35
Synthetic,2014-04-11T16:00:00Z,146.34
Synthetic,2014-04-11T17:00:00Z,124.48
Synthetic,2014-04-11T18:00:00Z,80.37
Synthetic,2014-04-11T19:00:00Z,86.58
Synthetic,2014-04-11T20:00:00Z,75.97
Synthetic,2014-04-11T21:00:00Z,75.07
Synthetic,2014-04-11T22:00:00Z,41.62
Synthetic,2014-04-11T23:00:00Z,38.94
Synthetic,2014-04-12T00:00:00Z,38.94
Synthetic,2014-04-12T01:00:00Z,33.58
Synthetic,2014-04-12T02:00:00Z,33.58
Synthetic,2014-04-12T03:00:00Z,33.58
Synthetic,2014-04-12T04:00:00Z,33.58
Synthetic,2014-04-12T05:00:00Z,33.58
Synthetic,2014-04-12T06:00:00Z,56.11
Synthetic,2014-04-12T07:00:00Z,47.73
Synthetic,2014-04-12T08:00:00Z,70.95
Synthetic,2014-04-12T09:00:00Z,76.39
Synthetic,2014-04-12T10:00:00Z,78.15
Synthetic,2014-04-12T11:00:00Z,83.38
Synthetic,2014-04-12T12:00:00Z,83.82
Synthetic,2014-04-12T13:00:00Z,82.87
Synthetic,2014-04-12T14:00:00Z,54.55
Synthetic,2014-04-12T15:00:00Z,53.55
Synthetic,2014-04-12T16:00:00Z,55.43
Synthetic,2014-04-12T17:00:00Z,48.51
Synthetic,2014-04-12T18:00:00Z,25.39
Synthetic,2014-04-12T19:00:00Z,29.59
Synthetic,2014-04-12T20:00:00Z,33.58
Synthetic,2014-04-12T21:00:00Z,33.58
Synthetic,2014-04-12T22:00:00Z,33.58
Synthetic,2014-04-12T23:00:00Z,33.58
Synthetic,2014-04-13T00:00:00Z,33.58
Synthetic,2014-04-13T01:00:00Z,33.58
Synthetic,2014-04-13T02:00:00Z,33.58
Synthetic,2014-04-13T03:00:00Z,33.58
Synthetic,2014-04-13T04:00:00Z,33.58
Synthetic,2014-04-13T05:00:00Z,33.58
Synthetic,2014-04-13T06:00:00Z,26.17
Synthetic,2014-04-13T07:00:00Z,18.77
Synthetic,2014-04-13T08:00:00Z,21.57
Synthetic,2014-04-13T09:00:00Z,29.07
Synthetic,2014-04-13T10:00:00Z,31.34
Synthetic,2014-04-13T11:00:00Z,18.77
Synthetic,2014-04-13T12:00:00Z,26.23
Synthetic,2014-04-13T13:00:00Z,30.07
Synthetic,2014-04-13T14:00:00Z,34.68
Synthetic,2014-04-13T15:00:00Z,31.9
Synthetic,2014-04-13T16:00:00Z,40.8
Synthetic,2014-04-13T17:00:00Z,39.87
Synthetic,2014-04-13T18:00:00Z,40.47
Synthetic,2014-04-13T19:00:00Z,34.54
Synthetic,2014-04-13T20:00:00Z,33.58
Synthetic,2014-04-13T21:00:00Z,33.58
Synthetic,2014-04-13T22:00:00Z,33.58
Synthetic,2014-04-13T23:00:00Z,33.58
Synthetic,2014-04-14T00:00:00Z,33.58
Synthetic,2014-04-14T01:00:00Z,38.94
Synthetic,2014-04-14T02:00:00Z,38.94
Synthetic,2014-04-14T03:00:00Z,38.94
Synthetic,2014-04-14T04:00:00Z,38.94
Synthetic,2014-04-14T05:00:00Z,41.62
Synthetic,2014-04-14T06:00:00Z,61.71
Synthetic,2014-04-14T07:00:00Z,73.38
Synthetic,2014-04-14T08:00:00Z,143.24
Synthetic,2014-04-14T09:00:00Z,138.72
Synthetic,2014-04-14T10:00:00Z,138.24
Synthetic,2014-04-14T11:00:00Z,140.48
Synthetic,2014-04-14T12:00:00Z,141.59
Synthetic,2014-04-14T13:00:00Z,147.03
Synthetic,2014-04-14T14:00:00Z,144.22
Synthetic,2014-04-14T15:00:00Z,145.39
Synthetic,2014-04-14T16:00:00Z,149.36
Synthetic,2014-04-14T17:00:00Z,134.6
Synthetic,2014-04-14T18:00:00Z,92.22
Synthetic,2014-04-14T19:00:00Z,95.16
Synthetic,2014-04-14T20:00:00Z,85.99
Synthetic,2014-04-14T21:00:00Z,84.51
Synthetic,2014-04-14T22:00:00Z,41.62
Synthetic,2014-04-14T23:00:00Z,38.94
Synthetic,2014-04-15T00:00:00Z,38.94
Synthetic,2014-04-15T01:00:00Z,38.94
Synthetic,2014-04-15T02:00:00Z,38.94
Synthetic,2014-04-15T03:00:00Z,38.94
Synthetic,2014-04-15T04:00:00Z,38.94
Synthetic,2014-04-15T05:00:00Z,41.62
Synthetic,2014-04-15T06:00:00Z,62.91
Synthetic,2014-04-15T07:00:00Z,80.39
Synthetic,2014-04-15T08:00:00Z,149.81
Synthetic,2014-04-15T09:00:00Z,140.45
Synthetic,2014-04-15T10:00:00Z,137.5
Synthetic,2014-04-15T11:00:00Z,141.68
Synthetic,2014-04-15T12:00:00Z,140.16
Synthetic,2014-04-15T13:00:00Z,146.63
Synthetic,2014-04-15T14:00:00Z,145.11
Synthetic,2014-04-15T15:00:00Z,126.29
Synthetic,2014-04-15T16:00:00Z,114.96
Synthetic,2014-04-15T17:00:00Z,104.47
Synthetic,2014-04-15T18:00:00Z,68.34
Synthetic,2014-04-15T19:00:00Z,78.1
Synthetic,2014-04-15T20:00:00Z,78.8
Synthetic,2014-04-15T21:00:00Z,83.81
Synthetic,2014-04-15T22:00:00Z,41.62
Synthetic,2014-04-15T23:00:00Z,38.94
Synthetic,2014-04-16T00:00:00Z,38.94
Synthetic,2014-04-16T01:00:00Z,38.94
Synthetic,2014-04-16T02:00:00Z,38.94
Synthetic,2014-04-16T03:00:00Z,38.94
Synthetic,2014-04-16T04:00:00Z,38.94
Synthetic,2014-04-16T05:00:00Z,41.62
Synthetic,2014-04-16T06:00:00Z,92.13
Synthetic,2014-04-16T07:00:00Z,90.5
Synthetic,2014-04-16T08:00:00Z,139.77
Synthetic,2014-04-16T09:00:00Z,126.08
Synthetic,2014-04-16T10:00:00Z,120.06
Synthetic,2014-04-16T11:00:00Z,119.77
Synthetic,2014-04-16T12:00:00Z,120.19
Synthetic,2014-04-16T13:00:00Z,119.48
Synthetic,2014-04-16T14:00:00Z,113.44
Synthetic,2014-04-16T15:00:00Z,112.05
Synthetic,2014-04-16T16:00:00Z,115.15
Synthetic,2014-04-16T17:00:00Z,105.35
Synthetic,2014-04-16T18:00:00Z,69.92
Synthetic,2014-04-16T19:00:00Z,77.47
Synthetic,2014-04-16T20:00:00Z,78.52
Synthetic,2014-04-16T21:00:00Z,83.14
Synthetic,2014-04-16T22:00:00Z,41.62
Synthetic,2014-04-16T23:00:00Z,38.94
Synthetic,2014-04-17T00:00:00Z,38.94
Synthetic,2014-04-17T01:00:00Z,38.94
Synthetic,2014-04-17T02:00:00Z,38.94
Synthetic,2014-04-17T03:00:00Z,38.94
Synthetic,2014-04-17T04:00:00Z,38.94
Synthetic,2014-04-17T05:00:00Z,41.62
Synthetic,2014-04-17T06:00:00Z,101.19
Synthetic,2014-04-17T07:00:00Z,95.4
Synthetic,2014-04-17T08:00:00Z,138.88
Synthetic,2014-04-17T09:00:00Z,124.34
Synthetic,2014-04-17T10:00:00Z,118.9
Synthetic,2014-04-17T11:00:00Z,118.82
Synthetic,2014-04-17T12:00:00Z,118.6
Synthetic,2014-04-17T13:00:00Z,118.21
Synthetic,2014-04-17T14:00:00Z,112.59
Synthetic,2014-04-17T15:00:00Z,111.69
Synthetic,2014-04-17T16:00:00Z,114.8
Synthetic,2014-04-17T17:00:00Z,105.23
Synthetic,2014-04-17T18:00:00Z,69.92
Synthetic,2014-04-17T19:00:00Z,77.63
Synthetic,2014-04-17T20:00:00Z,79.8
Synthetic,2014-04-17T21:00:00Z,84.65
Synthetic,2014-04-17T22:00:00Z,41.62
Synthetic,2014-04-17T23:00:00Z,38.94
Synthetic,2014-04-18T00:00:00Z,38.94
Synthetic,2014-04-18T01:00:00Z,38.94
Synthetic,2014-04-18T02:00:00Z,38.94
Synthetic,2014-04-18T03:00:00Z,38.94
Synthetic,2014-04-18T04:00:00Z,38.94
Synthetic,2014-04-18T05:00:00Z,41.62
Synthetic,2014-04-18T06:00:00Z,98.93
Synthetic,2014-04-18T07:00:00Z,94.93
Synthetic,2014-04-18T08:00:00Z,138.45
Synthetic,2014-04-18T09:00:00Z,124.27
Synthetic,2014-04-18T10:00:00Z,118.95
Synthetic,2014-04-18T11:00:00Z,118.95
Synthetic,2014-04-18T12:00:00Z,118.94
Synthetic,2014-04-18T13:00:00Z,118.32
Synthetic,2014-04-18T14:00:00Z,112.43
Synthetic,2014-04-18T15:00:00Z,111.61
Synthetic,2014-04-18T16:00:00Z,114.6
Synthetic,2014-04-18T17:00:00Z,104.26
Synthetic,2014-04-18T18:00:00Z,68.75
Synthetic,2014-04-18T19:00:00Z,75.2
Synthetic,2014-04-18T20:00:00Z,73.58
Synthetic,2014-04-18T21:00:00Z,78.32
Synthetic,2014-04-18T22:00:00Z,41.62
Synthetic,2014-04-18T23:00:00Z,38.94
Synthetic,2014-04-19T00:00:00Z,38.94
Synthetic,2014-04-19T01:00:00Z,33.58
Synthetic,2014-04-19T02:00:00Z,33.58
Synthetic,2014-04-19T03:00:00Z,33.58
Synthetic,2014-04-19T04:00:00Z,33.58
Synthetic,2014-04-19T05:00:00Z,33.58
Synthetic,2014-04-19T06:00:00Z,89.19
Synthetic,2014-04-19T07:00:00Z,70.66
